Date : 2017-08-07 18:23:37
   2017-08-07 18:23:17:183	Test Passed at : 2017-08-07 18:23:30:0450 ; 3MX2-4010(01_NoProceedtoWrite)  The test is PASSED	
      SELECT		2017-08-07 18:23:19:8351
         CLA	00	
         INS	A4	
         P1	04	
         P2	00	
         Lc	0E	
         Data		
            FID	325041592E5359532E4444463031	
         Le	00	
      PURCH	(PayPass_Select_PPSE_all)	2017-08-07 18:23:19:8690
      R-APDU	6F 3D 84 0E 32 50 41 59 - 2E 53 59 53 2E 44 44 46	2017-08-07 18:23:19:9520
      R-APDU	30 31 A5 2B BF 0C 28 61 - 0C 4F 07 A0 00 00 00 04	2017-08-07 18:23:19:9640
      R-APDU	10 10 87 01 01 61 0C 4F - 07 A0 00 00 00 04 30 60	2017-08-07 18:23:19:9650
      R-APDU	87 01 03 61 0A 4F 05 B0 - 12 34 56 78 87 01 09 90	2017-08-07 18:23:19:9660
      R-APDU	00	2017-08-07 18:23:19:9661
      SELECT Emulated Response		2017-08-07 18:23:19:9662
         BERTLVData	6F3D840E325041592E5359532E4444463031A52BBF0C28610C4F07A0000000041010870101610C4F07A0000000043060870103610A4F05B012345678870109	
            6F	840E325041592E5359532E4444463031A52BBF0C28610C4F07A0000000041010870101610C4F07A0000000043060870103610A4F05B012345678870109	
               84	325041592E5359532E4444463031	
               A5	BF0C28610C4F07A0000000041010870101610C4F07A0000000043060870103610A4F05B012345678870109	
                  BF0C	610C4F07A0000000041010870101610C4F07A0000000043060870103610A4F05B012345678870109	
                     61	4F07A0000000041010870101	
                        4F	A0000000041010	
                        87	01	
                     61	4F07A0000000043060870103	
                        4F	A0000000043060	
                        87	03	
                     61	4F05B012345678870109	
                        4F	B012345678	
                        87	09	
         CC	9000	
      Command sent by Reader	00A4040007A000000004101000	2017-08-07 18:23:20:0980
      C-APDU	00 A4 04 00 07 A0 00 00 - 00 04 10 10 00	2017-08-07 18:23:20:1670
      SELECT		2017-08-07 18:23:20:1680
         CLA	00	
         INS	A4	
         P1	04	
         P2	00	
         Lc	07	
         Data		
            FID	A0000000041010	
         Le	00	
      PURCH	(PayPass_Select_MCD_BFOC)	2017-08-07 18:23:20:1760
      Parsing warning	The Parsing warning "(6207000B) EMV_BERTLVParser: missing definition for Tag = 9F5D" has been detected in node : "EMV_Card.IOBuffer.Emulated_Response.BERTLVData.6F.A5.BF0C.9F5D".	2017-08-07 18:23:20:2540
      R-APDU	6F 3B 84 07 A0 00 00 00 - 04 10 10 A5 30 87 01 01	2017-08-07 18:23:20:2620
      R-APDU	50 0A 4D 61 73 74 65 72 - 43 61 72 64 5F 2D 06 65	2017-08-07 18:23:20:2630
      R-APDU	6E 64 65 66 72 9F 11 01 - 01 9F 38 08 9F 02 06 9F	2017-08-07 18:23:20:4040
      R-APDU	33 03 9C 01 BF 0C 06 9F - 5D 03 01 01 00 90 00	2017-08-07 18:23:20:4050
      SELECT Emulated Response		2017-08-07 18:23:20:4051
         BERTLVData	6F3B8407A0000000041010A530870101500A4D6173746572436172645F2D06656E646566729F1101019F38089F02069F33039C01BF0C069F5D03010100	
            6F	8407A0000000041010A530870101500A4D6173746572436172645F2D06656E646566729F1101019F38089F02069F33039C01BF0C069F5D03010100	
               84	A0000000041010	
               A5	870101500A4D6173746572436172645F2D06656E646566729F1101019F38089F02069F33039C01BF0C069F5D03010100	
                  87	01	
                  50	MasterCard	
                  5F2D	endefr	
                  9F11	01	
                  9F38	9F02069F33039C01	
                  BF0C	9F5D03010100	
                     9F5D	#01#01#00	
         CC	9000	
      Command sent by Reader	80A800000C830A0000000015000000080000	2017-08-07 18:23:20:5170
      C-APDU	80 A8 00 00 0C 83 0A 00 - 00 00 00 15 00 00 00 08	2017-08-07 18:23:20:5780
      C-APDU	00 00	2017-08-07 18:23:20:5790
      GET_PROCESSING_OPTIONS		2017-08-07 18:23:20:5791
         CLA	80	
         INS	A8	
         P1	00	
         P2	00	
         Lc	0C	
         PDOL		
            Tag	83	
            Length	0A	
            Data	00000000150000000800	
         Le	00	
      PURCH	(PayPass_GPO_Mchip_PDOL_CDA)	2017-08-07 18:23:20:5870
      R-APDU	77 16 82 02 01 80 94 10 - 08 01 01 00 10 01 01 01	2017-08-07 18:23:20:6740
      R-APDU	18 01 01 00 20 01 02 00 - 90 00	2017-08-07 18:23:20:6750
      GET_PROCESSING_OPTIONS Emulated Response		2017-08-07 18:23:20:6751
         BERTLVData	w#16#82#02#01#80#94#10#08#01#01#00#10#01#01#01#18#01#01#00 #01#02#00	
            77	#82#02#01#80#94#10#08#01#01#00#10#01#01#01#18#01#01#00 #01#02#00	
               82	0000000110000000	
                  I	0	
                  OSDAIS	0	
                  ODDAIS	0	
                  CVIS	0	
                  TRMITBP	0	
                  IAIS	0	
                  RFU	0	
                  CDAIS	1	
                  RFU	10000000	
               94	#08#01#01#00#10#01#01#01#18#01#01#00 #01#02#00	
                  File	#08#01#01#00#10#01#01#01#18#01#01#00 #01#02#00	
                     File Identifier	00001000	
                        SFI	00001	
                        RFU	000	
                     First_record	01	
                     Last_record	01	
                     Number_record	00	
                  File	#10#01#01#01#18#01#01#00 #01#02#00	
                     File Identifier	00010000	
                        SFI	00010	
                        RFU	000	
                     First_record	01	
                     Last_record	01	
                     Number_record	01	
                  File	#18#01#01#00 #01#02#00	
                     File Identifier	00011000	
                        SFI	00011	
                        RFU	000	
                     First_record	01	
                     Last_record	01	
                     Number_record	00	
                  File	 #01#02#00	
                     File Identifier	00100000	
                        SFI	00100	
                        RFU	000	
                     First_record	01	
                     Last_record	02	
                     Number_record	00	
         CC	9000	
      Command sent by Reader	00B2011400	2017-08-07 18:23:20:7730
      C-APDU	00 B2 01 14 00	2017-08-07 18:23:20:8280
      READ_RECORD		2017-08-07 18:23:20:8290
         CLA	00	
         INS	B2	
         P1	01	
         P2		
            SFI	00010	
            P1_Definition	100	
         Le	00	
      PURCH	(PayPass_RR_MChip_21)	2017-08-07 18:23:20:8360
      R-APDU	70 4B 5F 24 03 49 12 31 - 5A 08 54 13 33 90 00 00	2017-08-07 18:23:20:9260
      R-APDU	15 13 8C 11 95 05 9F 02 - 06 9F 34 03 9F 33 03 9F	2017-08-07 18:23:20:9270
      R-APDU	37 04 9F 75 20 8E 0A 00 - 00 00 00 00 00 00 00 00	2017-08-07 18:23:20:9280
      R-APDU	00 9F 0D 05 00 00 00 00 - 00 9F 0E 05 00 00 00 00	2017-08-07 18:23:20:9290
      R-APDU	00 9F 0F 05 00 00 00 00 - 00 9F 4A 01 82 90 00	2017-08-07 18:23:20:9291
      READ_RECORD Emulated Response		2017-08-07 18:23:20:9300
         BERTLVData	704B5F24034912315A0854133390000015138C1195059F02069F34039F33039F37049F75208E0A000000000000000000009F0D0500000000009F0E0500000000009F0F0500000000009F4A0182	
            70	5F24034912315A0854133390000015138C1195059F02069F34039F33039F37049F75208E0A000000000000000000009F0D0500000000009F0E0500000000009F0F0500000000009F4A0182	
               5F24	491231	
               5A	5413339000001513	
               8C	95059F02069F34039F33039F37049F7520	
               8E	00000000000000000000	
                  Amount_X	00000000	
                  Amount_Y	00000000	
                  CVM	0000	
                     CVM_Method_Codes	00000000	
                        bit8	0	
                        bit7	0	
                        CVM_Method	Fail	
                     CVM_Conditions	Always	
               9F0D	0000000000	
                  Byte	00	
                  Byte	00	
                  Byte	00	
                  Byte	00	
                  Byte	00	
               9F0E	0000000000	
                  Byte	00	
                  Byte	00	
                  Byte	00	
                  Byte	00	
                  Byte	00	
               9F0F	0000000000	
                  Byte	00	
                  Byte	00	
                  Byte	00	
                  Byte	00	
                  Byte	00	
               9F4A	82	
         CC	9000	
      Command sent by Reader	00B2011C00	2017-08-07 18:23:21:0460
      C-APDU	00 B2 01 1C 00	2017-08-07 18:23:21:1060
      READ_RECORD		2017-08-07 18:23:21:1061
         CLA	00	
         INS	B2	
         P1	01	
         P2		
            SFI	00011	
            P1_Definition	100	
         Le	00	
      PURCH	(PayPass_RR_MChip_31)	2017-08-07 18:23:21:1130
      R-APDU	70 81 AE 9F 32 01 03 92 - 22 49 65 6A E4 3F 49 4B	2017-08-07 18:23:21:2460
      R-APDU	FA 14 3C 07 5B 1E 08 B7 - C3 49 F2 B5 90 32 4D 03	2017-08-07 18:23:21:2470
      R-APDU	08 8E 45 37 C6 D0 D9 A6 - 10 8B F7 90 81 80 04 A2	2017-08-07 18:23:21:2480
      R-APDU	5F C9 C6 9B 0F C0 69 A7 - 76 CE 3F 26 8F C5 BB 41	2017-08-07 18:23:21:2490
      R-APDU	E5 9E 41 92 3E D3 ED AE - 18 D2 3D 58 7C 0D 21 7D	2017-08-07 18:23:21:2500
      R-APDU	DD B1 51 17 A2 58 2A 32 - 1A AE A4 6C 8B A9 4D 65	2017-08-07 18:23:21:2510
      R-APDU	80 E6 BB 54 48 91 A5 9E - A2 E4 0F F5 A6 27 76 0B	2017-08-07 18:23:21:2520
      R-APDU	7F 2D 28 DF FC 0E 68 28 - DE 41 70 14 08 FA E0 21	2017-08-07 18:23:21:2530
      R-APDU	A5 C9 F9 C7 C0 DA C1 45 - D0 A4 40 EF A6 6D DF DA	2017-08-07 18:23:21:2540
      R-APDU	4E 38 D0 1F E8 12 29 4E - F2 BE 4E 05 73 79 7C AF	2017-08-07 18:23:21:2541
      R-APDU	48 3A 85 11 1A 37 EA 78 - 2F BA AF 3C CC 0D 8F 01	2017-08-07 18:23:21:2550
      R-APDU	F8 90 00	2017-08-07 18:23:21:2560
      READ_RECORD Emulated Response		2017-08-07 18:23:21:2561
         BERTLVData	7081AE9F320103922249656AE43F494BFA143C075B1E08B7C349F2B590324D03088E4537C6D0D9A6108BF790818004A25FC9C69B0FC069A776CE3F268FC5BB41E59E41923ED3EDAE18D23D587C0D217DDDB15117A2582A321AAEA46C8BA94D6580E6BB544891A59EA2E40FF5A627760B7F2D28DFFC0E6828DE41701408FAE021A5C9F9C7C0DAC145D0A440EFA66DDFDA4E38D01FE812294EF2BE4E0573797CAF483A85111A37EA782FBAAF3CCC0D8F01F8	
            70	9F320103922249656AE43F494BFA143C075B1E08B7C349F2B590324D03088E4537C6D0D9A6108BF790818004A25FC9C69B0FC069A776CE3F268FC5BB41E59E41923ED3EDAE18D23D587C0D217DDDB15117A2582A321AAEA46C8BA94D6580E6BB544891A59EA2E40FF5A627760B7F2D28DFFC0E6828DE41701408FAE021A5C9F9C7C0DAC145D0A440EFA66DDFDA4E38D01FE812294EF2BE4E0573797CAF483A85111A37EA782FBAAF3CCC0D8F01F8	
               9F32	03	
               92	49656AE43F494BFA143C075B1E08B7C349F2B590324D03088E4537C6D0D9A6108BF7	
               90	04A25FC9C69B0FC069A776CE3F268FC5BB41E59E41923ED3EDAE18D23D587C0D217DDDB15117A2582A321AAEA46C8BA94D6580E6BB544891A59EA2E40FF5A627760B7F2D28DFFC0E6828DE41701408FAE021A5C9F9C7C0DAC145D0A440EFA66DDFDA4E38D01FE812294EF2BE4E0573797CAF483A85111A37EA782FBAAF3CCC0D	
               8F	F8	
         CC	9000	
      Command sent by Reader	00B2012400	2017-08-07 18:23:21:3960
      C-APDU	00 B2 01 24 00	2017-08-07 18:23:21:4620
      READ_RECORD		2017-08-07 18:23:21:4621
         CLA	00	
         INS	B2	
         P1	01	
         P2		
            SFI	00100	
            P1_Definition	100	
         Le	00	
      PURCH	(PayPass_RR_MChip_41)	2017-08-07 18:23:21:4700
      R-APDU	70 2F 9F 47 01 03 9F 48 - 28 74 40 84 A4 99 FA F9	2017-08-07 18:23:21:6090
      R-APDU	6F EF C6 CC 54 F8 CF AF - 51 D4 32 F1 D2 27 3C 9B	2017-08-07 18:23:21:6100
      R-APDU	50 D1 B0 D8 F9 1E A1 7F - 1B 37 3F FD C0 E1 E9 F8	2017-08-07 18:23:21:6110
      R-APDU	2F 90 00	2017-08-07 18:23:21:6120
      READ_RECORD Emulated Response		2017-08-07 18:23:21:6121
         BERTLVData	702F9F4701039F4828744084A499FAF96FEFC6CC54F8CFAF51D432F1D2273C9B50D1B0D8F91EA17F1B373FFDC0E1E9F82F	
            70	9F4701039F4828744084A499FAF96FEFC6CC54F8CFAF51D432F1D2273C9B50D1B0D8F91EA17F1B373FFDC0E1E9F82F	
               9F47	03	
               9F48	744084A499FAF96FEFC6CC54F8CFAF51D432F1D2273C9B50D1B0D8F91EA17F1B373FFDC0E1E9F82F	
         CC	9000	
      Command sent by Reader	00B2022400	2017-08-07 18:23:21:7280
      C-APDU	00 B2 02 24 00	2017-08-07 18:23:21:7950
      READ_RECORD		2017-08-07 18:23:21:7960
         CLA	00	
         INS	B2	
         P1	02	
         P2		
            SFI	00100	
            P1_Definition	100	
         Le	00	
      PURCH	(PayPass_RR_MChip_42)	2017-08-07 18:23:21:8040
      R-APDU	70 81 81 9F 46 7E 65 02 - FC 95 72 51 9C 84 C1 AF	2017-08-07 18:23:21:8950
      R-APDU	59 B1 A7 E2 F4 FD F7 30 - EA AD 7A C3 E1 29 D2 83	2017-08-07 18:23:21:8960
      R-APDU	7B 2D 41 57 11 0D 43 FC - 76 B7 90 3B B7 6E 46 D8	2017-08-07 18:23:21:8970
      R-APDU	46 8C 23 A2 91 1A 93 39 - 4D A8 A2 A1 48 FB 52 E8	2017-08-07 18:23:21:8980
      R-APDU	ED DC 63 89 81 2A DB 75 - 6F 92 C0 AF C0 BA 1A D1	2017-08-07 18:23:21:8990
      R-APDU	77 B0 3D 0B 8C F8 14 47 - 91 9E BB AF 6D DD C7 6F	2017-08-07 18:23:21:8991
      R-APDU	E2 AD 0D 91 0B 74 39 C6 - D7 DC EA C1 60 D8 4B 76	2017-08-07 18:23:21:9000
      R-APDU	EC 39 0F 88 53 46 C5 E3 - 3F 63 26 6E 05 32 90 70	2017-08-07 18:23:21:9010
      R-APDU	23 17 F7 D6 90 00	2017-08-07 18:23:21:9020
      READ_RECORD Emulated Response		2017-08-07 18:23:21:9021
         BERTLVData	7081819F467E6502FC9572519C84C1AF59B1A7E2F4FDF730EAAD7AC3E129D2837B2D4157110D43FC76B7903BB76E46D8468C23A2911A93394DA8A2A148FB52E8EDDC6389812ADB756F92C0AFC0BA1AD177B03D0B8CF81447919EBBAF6DDDC76FE2AD0D910B7439C6D7DCEAC160D84B76EC390F885346C5E33F63266E053290702317F7D6	
            70	9F467E6502FC9572519C84C1AF59B1A7E2F4FDF730EAAD7AC3E129D2837B2D4157110D43FC76B7903BB76E46D8468C23A2911A93394DA8A2A148FB52E8EDDC6389812ADB756F92C0AFC0BA1AD177B03D0B8CF81447919EBBAF6DDDC76FE2AD0D910B7439C6D7DCEAC160D84B76EC390F885346C5E33F63266E053290702317F7D6	
               9F46	6502FC9572519C84C1AF59B1A7E2F4FDF730EAAD7AC3E129D2837B2D4157110D43FC76B7903BB76E46D8468C23A2911A93394DA8A2A148FB52E8EDDC6389812ADB756F92C0AFC0BA1AD177B03D0B8CF81447919EBBAF6DDDC76FE2AD0D910B7439C6D7DCEAC160D84B76EC390F885346C5E33F63266E053290702317F7D6	
         CC	9000	
      Command sent by Reader	80AE50003500000000010000000015003F0000006008CF0F3864000000000000000000000000000000000000000000000000000000000000000000	2017-08-07 18:23:22:0710
      C-APDU	80 AE 50 00 35 00 00 00 - 00 01 00 00 00 00 15 00	2017-08-07 18:23:22:1520
      C-APDU	3F 00 00 00 60 08 CF 0F - 38 64 00 00 00 00 00 00	2017-08-07 18:23:22:1540
      C-APDU	00 00 00 00 00 00 00 00 - 00 00 00 00 00 00 00 00	2017-08-07 18:23:22:1541
      C-APDU	00 00 00 00 00 00 00 00 - 00 00 00	2017-08-07 18:23:22:1550
      GENERATE_AC		2017-08-07 18:23:22:1560
         CLA	80	
         INS	AE	
         P1	TC_CDA	
         P2	00	
         Lc	35	
         CDOL	#00#00#00#00#01#00#00#00#00#15#00?#00#00#00`#08Ï#0F8d#00#00#00#00#00#00#00#00#00#00#00#00#00#00#00#00#00#00#00#00#00#00#00#00#00#00#00#00#00#00#00#00	
            95		
               Byte_1		
                  bit 8	0	
                  bit 7	0	
                  bit 6	0	
                  bit 5	0	
                  bit 4	0	
                  bit 3	0	
                  rfu	00	
               Byte_2		
                  bit 8	0	
                  bit 7	0	
                  bit 6	0	
                  bit 5	0	
                  bit 4	0	
                  rfu	000	
               Byte_3		
                  bit 8	0	
                  bit 7	0	
                  bit 6	0	
                  bit 5	0	
                  bit 4	0	
                  bit 3	0	
                  rfu	00	
               Byte_4		
                  bit 8	0	
                  bit 7	0	
                  bit 6	0	
                  bit 5	0	
                  bit 4	0	
                  rfu	000	
               Byte_5		
                  bit 8	0	
                  bit 7	0	
                  bit 6	0	
                  bit 5	0	
                  rfu	0001	
            9F02	000000001500	
            9F34	3F0000	
            9F33	006008	
            9F37	CF0F3864	
            9F75	0000000000000000000000000000000000000000000000000000000000000000	
         Le	00	
      PURCH	(PayPass_GenAC_TC_CDA)	2017-08-07 18:23:22:1920
      R-APDU	77 81 88 9F 27 01 40 9F - 36 02 00 02 9F 4B 7C 5B	2017-08-07 18:23:22:3410
      R-APDU	0F 67 57 4D 0F 3F 0A ED - 92 FD 83 20 0B 9B 87 44	2017-08-07 18:23:22:3430
      R-APDU	94 F7 6D 4E 9C 31 73 A3 - E8 C5 F5 58 9C 9E 94 74	2017-08-07 18:23:22:3431
      R-APDU	C6 89 27 45 D8 9E 6B 82 - 52 CE D0 A4 1F C5 10 A3	2017-08-07 18:23:22:3440
      R-APDU	69 4B D2 0B 8F 2E 4F 71 - 4E DA A5 5B 9F E3 14 A8	2017-08-07 18:23:22:3450
      R-APDU	E4 17 F7 CF E7 BF 6E 1C - 3C 48 1C F3 01 E2 F7 27	2017-08-07 18:23:22:3460
      R-APDU	57 E0 6B F8 0D 17 92 64 - FA F9 FF 98 EF 5D 5C A2	2017-08-07 18:23:22:3470
      R-APDU	72 89 34 A7 E1 D4 BD 48 - 43 53 32 BD 3D 44 D1 1B	2017-08-07 18:23:22:3480
      R-APDU	1A 53 8A 46 08 06 11 DC - CE 8F C4 90 00	2017-08-07 18:23:22:3490
      GENERATE_AC Emulated Response		2017-08-07 18:23:22:3491
         BERTLVData	7781889F2701409F360200029F4B7C5B0F67574D0F3F0AED92FD83200B9B874494F76D4E9C3173A3E8C5F5589C9E9474C6892745D89E6B8252CED0A41FC510A3694BD20B8F2E4F714EDAA55B9FE314A8E417F7CFE7BF6E1C3C481CF301E2F72757E06BF80D179264FAF9FF98EF5D5CA2728934A7E1D4BD48435332BD3D44D11B1A538A46080611DCCE8FC4	
            77	#9F'#01@#9F6#02#00#02#9FK|[#0FgWM#0F?#0Aí#92ý#83 #0B#9B#87D#94÷mN#9C1s£èÅõX#9C#9E#94tÆ#89'EØ#9Ek#82RÎÐ¤#1FÅ#10£iKÒ#0B#8F.OqNÚ¥[#9Fã#14¨ä#17÷Ïç¿n#1C<H#1Có#01â÷'Wàkø#0D#17#92dúùÿ#98ï]\¢r#894§áÔ½HCS2½=DÑ#1B#1AS#8AF#08#06#11ÜÎ#8FÄ	
               9F27	01000000	
                  Reference_Control_Parameter	TC	
                  RFU	00	
                  Advice_Required	0	
                  Referral_Code	No Information given	
               9F36	0002	
               9F4B	5B0F67574D0F3F0AED92FD83200B9B874494F76D4E9C3173A3E8C5F5589C9E9474C6892745D89E6B8252CED0A41FC510A3694BD20B8F2E4F714EDAA55B9FE314A8E417F7CFE7BF6E1C3C481CF301E2F72757E06BF80D179264FAF9FF98EF5D5CA2728934A7E1D4BD48435332BD3D44D11B1A538A46080611DCCE8FC4	
         CC	9000	
      Command sent by Reader	DEACTIVATION	2017-08-07 18:23:22:5060
      PURCH	TestPoint	2017-08-07 18:23:22:5150
      DEACTIVATION		2017-08-07 18:23:22:5710
      Card Model		2017-08-07 18:23:22:5730
         Header		
            6F	840E325041592E5359532E4444463031A52BBF0C28610C4F07A0000000041010870101610C4F07A0000000043060870103610A4F05B012345678870109	
               84	325041592E5359532E4444463031	
               A5	BF0C28610C4F07A0000000041010870101610C4F07A0000000043060870103610A4F05B012345678870109	
                  BF0C	610C4F07A0000000041010870101610C4F07A0000000043060870103610A4F05B012345678870109	
                     61	4F07A0000000041010870101	
                        4F	A0000000041010	
                        87	01	
                     61	4F07A0000000043060870103	
                        4F	A0000000043060	
                        87	03	
                     61	4F05B012345678870109	
                        4F	B012345678	
                        87	09	
         ISF		
         DF		
            Header		
               6F	8407A0000000041010A530870101500A4D6173746572436172645F2D06656E646566729F1101019F38089F02069F33039C01BF0C069F5D03010100	
                  84	A0000000041010	
                  A5	870101500A4D6173746572436172645F2D06656E646566729F1101019F38089F02069F33039C01BF0C069F5D03010100	
                     87	01	
                     50	MasterCard	
                     5F2D	endefr	
                     9F11	01	
                     9F38	9F02069F33039C01	
                     BF0C	9F5D03010100	
                        9F5D	#01#01#00	
            ISF		
               82	0000000110000000	
                  I	0	
                  OSDAIS	0	
                  ODDAIS	0	
                  CVIS	0	
                  TRMITBP	0	
                  IAIS	0	
                  RFU	0	
                  CDAIS	1	
                  RFU	10000000	
               94	#08#01#01#00#10#01#01#01#18#01#01#00 #01#02#00	
                  File	#08#01#01#00#10#01#01#01#18#01#01#00 #01#02#00	
                     File Identifier	00001000	
                        SFI	00001	
                        RFU	000	
                     First_record	01	
                     Last_record	01	
                     Number_record	00	
                  File	#10#01#01#01#18#01#01#00 #01#02#00	
                     File Identifier	00010000	
                        SFI	00010	
                        RFU	000	
                     First_record	01	
                     Last_record	01	
                     Number_record	01	
                  File	#18#01#01#00 #01#02#00	
                     File Identifier	00011000	
                        SFI	00011	
                        RFU	000	
                     First_record	01	
                     Last_record	01	
                     Number_record	00	
                  File	 #01#02#00	
                     File Identifier	00100000	
                        SFI	00100	
                        RFU	000	
                     First_record	01	
                     Last_record	02	
                     Number_record	00	
               9F36	0002	
            EF_1		
               01		
            EF_2		
               01		
                  5F24	491231	
                  5A	5413339000001513	
                  8C	95059F02069F34039F33039F37049F7520	
                  8E	00000000000000000000	
                     Amount_X	00000000	
                     Amount_Y	00000000	
                     CVM	0000	
                        CVM_Method_Codes	00000000	
                           bit8	0	
                           bit7	0	
                           CVM_Method	Fail	
                        CVM_Conditions	Always	
                  9F0D	0000000000	
                     Byte	00	
                     Byte	00	
                     Byte	00	
                     Byte	00	
                     Byte	00	
                  9F0E	0000000000	
                     Byte	00	
                     Byte	00	
                     Byte	00	
                     Byte	00	
                     Byte	00	
                  9F0F	0000000000	
                     Byte	00	
                     Byte	00	
                     Byte	00	
                     Byte	00	
                     Byte	00	
                  9F4A	82	
            EF_3		
               01		
                  9F32	03	
                  92	49656AE43F494BFA143C075B1E08B7C349F2B590324D03088E4537C6D0D9A6108BF7	
                  90	04A25FC9C69B0FC069A776CE3F268FC5BB41E59E41923ED3EDAE18D23D587C0D217DDDB15117A2582A321AAEA46C8BA94D6580E6BB544891A59EA2E40FF5A627760B7F2D28DFFC0E6828DE41701408FAE021A5C9F9C7C0DAC145D0A440EFA66DDFDA4E38D01FE812294EF2BE4E0573797CAF483A85111A37EA782FBAAF3CCC0D	
                  8F	F8	
            EF_4		
               01		
                  9F47	03	
                  9F48	744084A499FAF96FEFC6CC54F8CFAF51D432F1D2273C9B50D1B0D8F91EA17F1B373FFDC0E1E9F82F	
               02		
                  9F46	6502FC9572519C84C1AF59B1A7E2F4FDF730EAAD7AC3E129D2837B2D4157110D43FC76B7903BB76E46D8468C23A2911A93394DA8A2A148FB52E8EDDC6389812ADB756F92C0AFC0BA1AD177B03D0B8CF81447919EBBAF6DDDC76FE2AD0D910B7439C6D7DCEAC160D84B76EC390F885346C5E33F63266E053290702317F7D6	
      TEMPORARY STATUS- PASS		2017-08-07 18:23:22:6110
      PROCESSING		2017-08-07 18:23:22:6720
      	The reader must send a DEK after issuance of the first ReadRec command ------- The Reader must provide an OUT signal. ------- In Outcome Parameter Set, the following indication must be present: Status=APPROVED  Did this processing perform correctly? (Yes=Pass;No=Fail)	2017-08-07 18:23:22:7330
      RESPONSE- YES		2017-08-07 18:23:29:9050
      MAIN	TEST IS PASSED.	2017-08-07 18:23:29:9750
      Test Passed	3MX2-4010(01_NoProceedtoWrite)  The test is PASSED	2017-08-07 18:23:30:0450
